Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Location Where Sexual Violence Was Committed,Reported Perpetrator,Perpetrator Group Name,Single And Group Perpetrators,Weapon Carried/Used,Survivor or Victim,Survivor Or Victim Sex,Adult or Minor ,Type,SV Context,Classification,Number of Reported Victims,Reported Deaths Following the Sexual Violence,SIND Event ID
05-12-2022,"As reported on, 05 December 2022: A woman was raped by an unnamed armed gang. The womanÉ??s husband was kidnapped and killed.",Haiti,HTI,West,18.54602262,-72.34359878,"(3) District, Communicipality or Commune ",Victims Home,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",UnspecifiedActSV,CRSV,Unspecified SV ,1,,37175
04-12-2022,"December 2022: In Cabo Delagado province, two women were raped and killed by suspected Islamist militia whilst taking refuge in the bush from armed attacks in region.",Mozambique,MOZ,Cabo Delgado Province,-12.2789536,39.6647644,(2) 25 km Precision ,"Street, Road or Field",NSA,Unidentified Armed Actor,No Information,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,No Information,2,2,37054
04-12-2022,"As reported on, 04 December 2022: A man was sexually abused and raped by a police officer whilst detained in the townÉ??s police station. The officer reportedly threatened to kill him if he reported the attack. The officer was arrested. ",Pakistan,PAK,Punjab,32.42779595,73.5751472,(2) 25 km Precision ,Police Station,Police,Pakistan Police,Single Serpetrator,Firearms,Civilian,Male,"Adult, ",Rape,SV by security personnel,Single Rape/sv Assault ,1,,37158
04-12-2022,"December 2022: In Amhara region, five minors, including a girl, were raped by Tigray PeopleÉ??s Liberation Front (TPLF) members and shot four times after she resisted. ",Ethiopia,ETH,Amhara Region,11.477333,38.47963502,"(4) Province, State, Governorate ",No Information,NSA,Tigray PeopleÉ??s Liberation Front,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Mass SV Assault,4,,37048
03-12-2022,"December 2022: In Narok county, a 16-year-old girl was raped by a police officer whilst she was detained at a police station. ",Kenya,KEN,Nakuru,-0.850550882,36.16097877,(2) 25 km Precision ,Police Station,Police,Kenya Police,Single Serpetrator,Firearms,Civilian,Female,"Minor, ",Rape,SV by security personnel,Single Rape/sv Assault ,1,,37051
02-12-2022,December 2022: A woman was raped by two government soldiers. ,Somalia,SOM,Hiiraan,3.851896245,45.56508781,(2) 25 km Precision ,No Information,Foreign Force: Military,Somali Armed Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Gang SV Assault,1,,37146
02-12-2022,"As reported on, 02 December 2022: Civilians are being subjected to sexual violence as a means of instilling fear by armed gangs.",Haiti,HTI,West,18.54341865,-72.34084932,"(3) District, Communicipality or Commune ",Not Applicable,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,ProbablyFemale,"Unspecified, ",Rape,CRSV,Mass SV Assault,6,,37169
01-12-2022,"December 2022: In Lunda Norte province, two Congolese (DRC) women were raped by police officers when they were held in a police call with other Congolese migrants. ",Angola,AGO,Lunda Norte Province,-7.384257828,20.8190918,(2) 25 km Precision ,Police Station,Police,National Police Force (Angola),Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Mass SV Assault,2,,36583
01-12-2022,"December 2022: In Bangui city, four girls were raped by Central African Armed Forces (FACA) soldiers after they were arrested and taken to the military base. ",CAR,CAF,Ombella-M'Poko,4.389544295,18.595047,(2) 25 km Precision ,Under Arrest/Detention,Armed Forces of Government or Self-Declared Government,Central African Armed Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Mass SV Assault,4,1,36582
01-12-2022,December 2022: A female doctor was raped by a male nurse who then shared nude photos of the doctor on social media. He was later arrested.,India,IND,Karnataka,14.53042152,75.72052002,"(4) Province, State, Governorate ",Other,Employee,Health worker,Single Serpetrator,Not Applicable: No Direct Violence,Health Worker,Female,"Adult, ",Rape,Health Workers Experienced Sexual Violence,Single Rape/sv Assault ,1,,38007
30-11-2022,"As reported, 30 November 2022: A woman was raped during her interrogation by intelligence agents. ",Iran,IRN,West Azerbaijan Province,37.5493473,45.0682863,"(3) District, Communicipality or Commune ",No Information,Armed Forces of Government or Self-Declared Government,Islamic Revolutionary Guard Corps,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Gang SV Assault,1,,37342
30-11-2022,"November 2022: Women were kidnapped and raped by gang members. The women were abducted from three buses
",Haiti,HTI,Artibonite,19.1263,-72.5409,(2) 25 km Precision ,In Captivity,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,6,,37335
30-11-2022,"As reported on, 30 November 2022: Four female prisoners were raped by Islamic Revolutionary Guard Corps (IRGC) forces during interrogations at the prison. ",Iran,IRN,West Azerbaijan Province,37.5493473,45.0682863,(2) 25 km Precision ,Police Station,Armed Forces of Government or Self-Declared Government,Islamic Revolutionary Guard Corps,Group Perpetrator,Firearms,Civilian,Female,"Minor, Adult, ",Rape,SV by security personnel,Mass SV Assault,4,,37311
29-11-2022,"November 2022: In North Kivu province, at least 22 women and 5 girls were reportedly raped by March 23 Movement militants.",DRC,COD,North Kivu,-1.082346434,29.22723686,(2) 25 km Precision ,No Information,NSA,March 23 Movement,Group Perpetrator,Knife,Civilian,Female,"Minor, Adult, ",Rape,CRSV,Mass SV Assault,27,,36695
27-11-2022,November 2022: A woman was beaten and sexually abused by a female officer whilst being transferred to a prison.,Iran,IRN,Tehran Province,35.6892523,51.3896004,"(3) District, Communicipality or Commune ","Street, Road or Field",Police,Law Enforcement Forces of Islamic Republic of Iran,Single Serpetrator,Fist and Foot,Civilian,Female,"Adult, ",SexualAssault,SV by security personnel,Single Rape/sv Assault ,1,,37309
25-11-2022,November 2022: A girl was assaulted and raped by an armed man on her way home.,DRC,COD,North Kivu,0.476183178,29.43813108,(2) 25 km Precision ,"Street, Road or Field",NSA,Unidentified Armed Actor,Single Serpetrator,Knife,Civilian,Female,"Minor, ",Rape,CRSV,Single Rape/sv Assault ,1,,37194
24-11-2022,November 2022: Five women were raped by armed men who blocked-off the road while they were travelling.,DRC,COD,Kongo Central,-5.498950512,14.53611488,(5) Linear Feature e.g. Along Road/River ,"Street, Road or Field",NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,5,,37192
23-11-2022,November 2022: A woman was raped and killed by an armed group.,Nigeria,NGA,Ebonyi State,6.1141,7.8338,(2) 25 km Precision ,No Information,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,1,37612
22-11-2022,"Around, 22 November 2022: A man was beaten and forced to undress by police officers after he was arrested. ",Netherlands,NLD,Philipsburg,18.02575128,-63.04581642,(2) 25 km Precision ,Police Station,No Information,Unidentified Armed Actor,Single Serpetrator,Firearms,Civilian,Male,"Adult, ",StrippedNaked/TornClothes,Other,Intimation,1,,37338
22-11-2022,November 2022: A woman was kidnapped on her way home and raped by soldiers multiple times. She was released in the morning.,Ethiopia,ETH,Tigray,14.39211808,37.7627684,(2) 25 km Precision ,In Captivity,Foreign Force: Military,Eritrean Defence Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,38198
22-11-2022,November 2022: A girl was raped by a gunman.,DRC,COD,North Kivu,0.5641676,29.56135632,(2) 25 km Precision ,No Information,Criminal,Unidentified Armed Actor,Single Serpetrator,Firearms,Civilian,Female,"Minor, ",Rape,Other,Single Rape/sv Assault ,1,,37191
21-11-2022,"As reported on, 21 November 2022: Four men were tortured and raped by police officers whilst in police custody after being arrested for participating in protests.",Iran,IRN,No Information,32.3985158,54.66799793,(6) Country,Police Station,Police,Law Enforcement Forces of Islamic Republic of Iran,Single Serpetrator,Firearms,Civilian,Male,"Adult, ",Rape,SV by security personnel,One to Many Rape,4,,37306
21-11-2022,As reported on 21 November 2022: A woman was sexually assaulted by a policeman inside a detention centre after being arrested for participating in protests. Others were reportedly also raped.,Iran,IRN,West Azerbaijan Province,37.2173182,45.30784122,(2) 25 km Precision ,Police Station,Police,Law Enforcement Forces of Islamic Republic of Iran,Single Serpetrator,Firearms,Civilian,Female,"Adult, ","Rape, SexualAssault",SV by security personnel,One to Many Rape,5,,37304
21-11-2022,November 2022: A woman was raped by a police officer who threatened to shoot her and demanded ransom for her freedom. The woman was released after ransom was paid.,Somalia,SOM,Lower Shabelle,2.067898842,45.25457388,(2) 25 km Precision ,In Captivity,Police,Somali Police Force,Single Serpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Single Rape/sv Assault ,1,,37237
21-11-2022,"As reported on, 21 November 2022: Two women were threatened with the rape of their sisters to pressure them to give a forced TV confession.",Iran,IRN,No Information,32.02670629,54.58007813,(6) Country,Police Station,Police,Law Enforcement Forces of Islamic Republic of Iran,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",ThreatOfSexualViolence,SV by security personnel,Intimation,2,,37307
21-11-2022,"As reported on, 21 November 2022: A boy was tortured and raped by a security guard after being arrested for participating in protests.
",Iran,IRN,No Information,32.10118973,55.19454087,(6) Country,Police Station,Police,Law Enforcement Forces of Islamic Republic of Iran,Group Perpetrator,Firearms,Civilian,Male,"Minor, ",Rape,SV by security personnel,Gang SV Assault,1,,37305
20-11-2022,November 2022: Two women were attacked by militiamen who attempted to rape them.,Sudan,SDN,South Kordofan State,11.01264455,29.72626034,(2) 25 km Precision ,No Information,NSA,Militia,Group Perpetrator,Fist and Foot,Civilian,Female,"Adult, ",AttemptedSexualAssault,CRSV,Mass SV Assault,2,,37269
18-11-2022,November 2022: A health worker was raped by JNIM militants.,Burkina Faso,BFA,East,13.18111932,0.326841574,(2) 25 km Precision ,No Information,NSA,Jama'at Nasr al-Islam wal Muslimin,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,35873
16-11-2022,November 2022: Two minors were sexually abused by a military police officer. The perpetrator was arrested by police forces. ,Brazil,BRA,Rio de Janeiro,-22.6431,-43.6533,(2) 25 km Precision ,No Information,Police,Military Police (Brazil),Single Serpetrator,Firearms,Civilian,Unclear,"Unspecified, ",TransactionalSex,SV by security personnel,Not Applicable,2,,37331
15-11-2022,November 2022: A woman was raped by five men. The case was reported to the police and investigations are ongoing. ,Cyprus,CYP,Nicosia District,35.1579152,33.22939406,(2) 25 km Precision ,Refugee/IDP Settlement,Patient or Family,Beneficiaries,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV of Beneficiaries,Gang SV Assault,1,,37298
14-11-2022,November 2022: Two girls were raped by an unknown person in a refugee camp and killed a few days later. ,Syria,SYR,Al-Hasaka Governorate,36.3785058,41.12640703,(2) 25 km Precision ,Refugee/IDP Settlement,No Information,Unidentified Armed Actor,Single Serpetrator,Knife,Civilian,Female,"Minor, ",Rape,Other,One to Many Rape,2,2,37320
14-11-2022,November 2022: Women and girls were raped by members of the Oromia regional special forces. ,Ethiopia,ETH,Oromia Region,9.54793762,38.15131193,(2) 25 km Precision ,"Street, Road or Field",NSA,Oromo Liberation Front,Group Perpetrator,Firearms,Civilian,Female,"Minor, Adult, ",Rape,CRSV,Mass SV Assault,9,,37233
14-11-2022,November 2022: Women and girls were raped and robbed by Oromia regional special forces while on their way to markets and schools.,Ethiopia,ETH,Oromia Region,9.616913596,38.25044585,(2) 25 km Precision ,"Street, Road or Field",Police,Ethiopian Police,Group Perpetrator,Firearms,Civilian,Female,"Minor, Adult, ",Rape,SV by security personnel,Mass SV Assault,11,,37611
12-11-2022,"November 2022: In Bujumbura Rural province, a girl was sexually abused by a prison guard. The perpetrator was arrested.",Burundi,BDI,Bujumbura Mairie,-3.43083215,29.35306568,(2) 25 km Precision ,Police Station,Police,Gendarmerie Nationale Burundi,Single Serpetrator,Firearms,Civilian,Female,"Minor, ",SexualAssault,SV by security personnel,Single Rape/sv Assault ,1,,35941
11-11-2022,November 2022: Three women were raped at gunpoint by two militiamen.,Sudan,SDN,North Darfur State,13.47744303,23.31170082,(2) 25 km Precision ,"Street, Road or Field",NSA,Militia,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,3,,37267
11-11-2022,As reported on 11 November 2022: Some protest prisoners were kept with criminals who sexually abused them. ,Iran,IRN,No Information,32.3985158,54.58007813,(6) Country,"Public Building, Market or Public Area",Criminal,Criminal,Single Serpetrator,Unarmed Perpetrator,Civilian,ProbablyFemale,"Unspecified, ",SexualAssault,,One to Many Rape,4,,37302
11-11-2022,"As reported on, 11 November 2022: A female prisoner and other detainees were threatened with rape by interrogators. ",Iran,IRN,No Information,32.3985158,54.66799793,(6) Country,Under Arrest/Detention,Police,Law Enforcement Forces of Islamic Republic of Iran,Group Perpetrator,Knife,Civilian,Female,"Adult, ",ThreatOfSexualViolence,SV by security personnel,Intimation,5,,37301
11-11-2022,"November 2022: A security worker was kidnapped and raped by an armed group, allegedly for investigation corruption. She was freed the same day.",Gabon,GAB,Estuaire Province,0.390086737,9.454421974,(2) 25 km Precision ,In Captivity,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,37234
09-11-2022,November 2022: A man was raped by two police officers inside a van after he was arrested for joining protests.,Iran,IRN,Razavi Khorasan,36.30073855,59.6049495,(2) 25 km Precision ,"Street, Road or Field",Police,Law Enforcement Forces of Islamic Republic of Iran,Group Perpetrator,Firearms,Civilian,Male,"Adult, ",Rape,SV by security personnel,Gang SV Assault,1,,38250
08-11-2022,"November 2022: In Kirundo province, a girl was sexually abused by a police officer near a police station. The perpetrator was arrested and the girl was taken to the hospital.",Burundi,BDI,Rutana,-4.000061604,30.10416965,(2) 25 km Precision ,"Street, Road or Field",Police,Gendarmerie Nationale Burundi,Single Serpetrator,Firearms,Civilian,Female,"Minor, ",SexualAssault,SV by security personnel,Single Rape/sv Assault ,1,,35940
07-11-2022,November 2022: 27 women were raped and then kidnapped by armed men.,Nigeria,NGA,Zamfara State,12.137692,5.466486,(2) 25 km Precision ,In Captivity,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,27,,37235
04-11-2022,November 2022: Patients at a hospital were sexually abused and recorded by an ICU nurse.,USA,USA,Colorado,39.09028814,-108.5631931,(2) 25 km Precision ,Health Facility,Employee,Health worker,Single Serpetrator,Unarmed Perpetrator,Civilian,ProbablyFemale,"Unspecified, ",SexualAssault,Safeguarding,One to Many Rape,3,,35853
03-11-2022,November 2022: A girl was raped by a suspected member of the Congolese armed forces. ,DRC,COD,North Kivu,0.1534061,29.29552299,(2) 25 km Precision ,No Information,Armed Forces of Government or Self-Declared Government,Forces arm??es de la R??publique d??mocratique du Congo,Single Serpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Single Rape/sv Assault ,1,,37185
